date,buoyid,obs,mle
2013-05-02,46087,9.0667,9.0667
2013-05-02,46211,9.5646,9.5646
2013-05-03,46041,9.0125,9.0125
2013-05-03,46050,9.4667,9.4667
2013-05-03,46087,8.9233,8.9233
2013-05-03,46211,9.4146,9.4146
2013-05-04,46041,9.3542,9.3542
2013-05-04,46050,9.1917,9.1917
2013-05-04,46087,10.2,10.2
2013-05-04,46211,10.1957,10.1957
2013-05-05,46041,10.1083,10.1083
2013-05-05,46050,9.3125,9.3125
2013-05-05,46087,9.4,9.4
2013-05-05,46211,10.5271,10.5271
2013-05-06,46041,10.4833,10.4833
2013-05-06,46050,10.4208,10.4208
2013-05-06,46087,8.94,8.94
2013-05-06,46211,11.1563,11.1563
2013-05-07,46041,10.4042,10.4042
2013-05-07,46050,11.4583,11.4583
2013-05-07,46087,8.75,8.75
2013-05-07,46211,11.6563,11.6563
2013-05-08,46041,10.7667,10.7667
2013-05-08,46050,11.8042,11.8042
2013-05-08,46087,9.17,9.17
2013-05-08,46211,11.5271,11.5271
2013-05-09,46041,10.9913,10.9913
2013-05-09,46050,12.0708,12.0708
2013-05-09,46087,9.625,9.625
2013-05-09,46211,12.0812,12.0812
2013-05-10,46041,10.675,10.675
2013-05-10,46050,12.1542,12.1542
2013-05-10,46087,9.4,9.4
2013-05-10,46211,11.9891,11.9891
2013-05-11,46041,11.1125,11.1125
2013-05-11,46050,12.6125,12.6125
2013-05-11,46087,9.28,9.28
2013-05-11,46211,11.9979,11.9979
2013-05-12,46041,11.1125,11.1125
2013-05-12,46050,13.0208,13.0208
2013-05-12,46087,9.3111,9.3111
2013-05-12,46211,11.8396,11.8396
2013-05-13,46041,10.8875,10.8875
2013-05-13,46050,12.8458,12.8458
2013-05-13,46087,9.2667,9.2667
2013-05-13,46211,11.7896,11.7896
2013-05-14,46041,10.9833,10.9833
2013-05-14,46050,13.175,13.175
2013-05-14,46087,10.2,10.2
2013-05-14,46211,12.4833,12.4833
2013-05-15,46041,11.0667,11.0667
2013-05-15,46050,13.0875,13.0875
2013-05-15,46087,10.1917,10.1917
2013-05-15,46211,12.8458,12.8458
2013-05-16,46041,11.5875,11.5875
2013-05-16,46050,13.0917,13.0917
2013-05-16,46087,9.975,9.975
2013-05-16,46211,12.6708,12.6708
2013-05-17,46041,11.7167,11.7167
2013-05-17,46050,13.0833,13.0833
2013-05-17,46087,10.78,10.78
2013-05-17,46211,12.9957,12.9957
2013-05-18,46041,11.9417,11.9417
2013-05-18,46050,13.1043,13.1043
2013-05-18,46087,10.6,10.6
2013-05-18,46211,13.2292,13.2292
2013-05-19,46041,11.7917,11.7917
2013-05-19,46050,12.1083,12.1083
2013-05-19,46087,10.65,10.65
2013-05-19,46211,13.2042,13.2042
2013-05-20,46041,12.6625,12.6625
2013-05-20,46050,11.7083,11.7083
2013-05-20,46087,10.85,10.85
2013-05-20,46211,12.8437,12.8437
2013-05-21,46041,12.4542,12.4542
2013-05-21,46050,12.0167,12.0167
2013-05-21,46087,9.7083,9.7083
2013-05-21,46211,12.4766,12.4766
2013-05-22,46041,12.6125,12.6125
2013-05-22,46050,11.6783,11.6783
2013-05-22,46087,10.42,10.42
2013-05-22,46211,12.117,12.117
2013-05-23,46041,12.7,12.7
2013-05-23,46050,11.7042,11.7042
2013-05-23,46087,11.2333,11.2333
2013-05-23,46211,12.2064,12.2064
2013-05-24,46041,12.2667,12.2667
2013-05-24,46050,11.45,11.45
2013-05-24,46087,10.58,10.58
2013-05-24,46211,12.2196,12.2196
2013-05-25,46041,12.5875,12.5875
2013-05-25,46050,11.8292,11.8292
2013-05-25,46087,10.44,10.44
2013-05-25,46211,12.3104,12.3104
2013-05-26,46041,12.5333,12.5333
2013-05-26,46050,11.9458,11.9458
2013-05-26,46087,9.8714,9.8714
2013-05-26,46211,12.3739,12.3739
2013-05-27,46041,12.3083,12.3083
2013-05-27,46050,11.7667,11.7667
2013-05-27,46087,10.0571,10.0571
2013-05-27,46211,12.4717,12.4717
2013-05-28,46041,11.95,11.95
2013-05-28,46050,11.6625,11.6625
2013-05-28,46087,11.75,11.75
2013-05-28,46211,12.5191,12.5191
2013-05-29,46041,11.9708,11.9708
2013-05-29,46050,11.7565,11.7565
2013-05-29,46087,11.45,11.45
2013-05-29,46211,12.92,12.92
2013-05-30,46041,12.025,12.025
2013-05-30,46050,11.9292,11.9292
2013-05-30,46087,12.05,12.05
2013-05-30,46211,13.0106,13.0106
2013-05-31,46041,12.5125,12.5125
2013-05-31,46050,12.6083,12.6083
2013-05-31,46087,12.4333,12.4333
2013-05-31,46211,13.5239,13.5239
2013-06-01,46041,13.1667,13.1667
2013-06-01,46050,13.2125,13.2125
2013-06-01,46087,13,13
2013-06-01,46211,14.2404,14.2404
2013-06-02,46041,13.875,13.875
2013-06-02,46050,13.2708,13.2708
2013-06-02,46087,13.6,13.6
2013-06-02,46211,14.3354,14.3354
2013-06-03,46041,14.25,14.25
2013-06-03,46050,12.9208,12.9208
2013-06-03,46087,NA,12.5401
2013-06-03,46211,13.7062,13.7062
2013-06-04,46041,14.3792,14.3792
2013-06-04,46050,12.7583,12.7583
2013-06-04,46087,11.5,11.5
2013-06-04,46211,13.2583,13.2583
2013-06-05,46041,13.775,13.775
2013-06-05,46050,12.075,12.075
2013-06-05,46087,10.3444,10.3444
2013-06-05,46211,12.9106,12.9106
2013-06-06,46041,13.4583,13.4583
2013-06-06,46050,12.5,12.5
2013-06-06,46087,11.06,11.06
2013-06-06,46211,11.7979,11.7979
2013-06-07,46041,13.5792,13.5792
2013-06-07,46050,13.0833,13.0833
2013-06-07,46087,10.9167,10.9167
2013-06-07,46211,12.2,12.2
2013-06-08,46041,13.4333,13.4333
2013-06-08,46050,11.2375,11.2375
2013-06-08,46087,10.35,10.35
2013-06-08,46211,11.8917,11.8917
2013-06-09,46041,12.95,12.95
2013-06-09,46050,10.6417,10.6417
2013-06-09,46087,10.5,10.5
2013-06-09,46211,11.35,11.35
2013-06-10,46041,12.6625,12.6625
2013-06-10,46050,9.4708,9.4708
2013-06-10,46087,NA,10.0959
2013-06-10,46211,11.383,11.383
2013-06-11,46041,12.525,12.525
2013-06-11,46050,10.7458,10.7458
2013-06-11,46087,10.3,10.3
2013-06-11,46211,12.6065,12.6065
2013-06-12,46041,12.5958,12.5958
2013-06-12,46050,13.1238,13.1238
2013-06-12,46087,10.2,10.2
2013-06-12,46211,12.4707,12.4707
2013-06-13,46041,12.6958,12.6958
2013-06-13,46050,14.6087,14.6087
2013-06-13,46087,10.22,10.22
2013-06-13,46211,13.0437,13.0437
2013-06-14,46041,13.4375,13.4375
2013-06-14,46050,14.6708,14.6708
2013-06-14,46087,10.4,10.4
2013-06-14,46211,12.9958,12.9958
2013-06-15,46041,14.4833,14.4833
2013-06-15,46050,14.5708,14.5708
2013-06-15,46087,10.7667,10.7667
2013-06-15,46211,13.2729,13.2729
2013-06-16,46041,14.7833,14.7833
2013-06-16,46050,15.45,15.45
2013-06-16,46087,11.5167,11.5167
2013-06-16,46211,13.7617,13.7617
2013-06-17,46041,14.5583,14.5583
2013-06-17,46050,15.3917,15.3917
2013-06-17,46087,11.3,11.3
2013-06-17,46211,14.3864,14.3864
2013-06-18,46041,13.8292,13.8292
2013-06-18,46050,15.1125,15.1125
2013-06-18,46087,10.95,10.95
2013-06-18,46211,14.5042,14.5042
2013-06-19,46041,14.2458,14.2458
2013-06-19,46050,15.1042,15.1042
2013-06-19,46087,12,12
2013-06-19,46211,15.0979,15.0979
2013-06-20,46041,14.325,14.325
2013-06-20,46050,15.4583,15.4583
2013-06-20,46087,NA,12.3229
2013-06-20,46211,15.4812,15.4812
2013-06-21,46041,14.3417,14.3417
2013-06-21,46050,15.9583,15.9583
2013-06-21,46087,12.7,12.7
2013-06-21,46211,16.1191,16.1191
2013-06-22,46041,15.8208,15.8208
2013-06-22,46050,15.7917,15.7917
2013-06-22,46087,12.6,12.6
2013-06-22,46211,16.8208,16.8208
2013-06-23,46041,15.6208,15.6208
2013-06-23,46050,15.6042,15.6042
2013-06-23,46087,NA,12.5516
2013-06-23,46211,16.9298,16.9298
2013-06-24,46041,15.0583,15.0583
2013-06-24,46050,15.6417,15.6417
2013-06-24,46087,NA,12.3187
2013-06-24,46211,16.0283,16.0283
2013-06-25,46041,14.7,14.7
2013-06-25,46050,15.4083,15.4083
2013-06-25,46087,NA,12.185
2013-06-25,46211,15.8104,15.8104
2013-06-26,46041,14.5292,14.5292
2013-06-26,46050,15.375,15.375
2013-06-26,46087,12.2,12.2
2013-06-26,46211,16.1313,16.1313
2013-06-27,46041,14.8292,14.8292
2013-06-27,46050,15.4458,15.4458
2013-06-27,46087,15.3,15.3
2013-06-27,46211,16.0479,16.0479
2013-06-28,46041,14.9375,14.9375
2013-06-28,46050,16.3708,16.3708
2013-06-28,46087,15.1,15.1
2013-06-28,46211,16.3255,16.3255
2013-06-29,46041,15.3958,15.3958
2013-06-29,46050,17.2458,17.2458
2013-06-29,46087,16.25,16.25
2013-06-29,46211,17.0771,17.0771
2013-06-30,46041,16.3083,16.3083
2013-06-30,46050,17.0542,17.0542
2013-06-30,46087,16.9,16.9
2013-06-30,46211,17.4292,17.4292
2013-07-01,46041,17.3458,17.3458
2013-07-01,46050,17.3542,17.3542
2013-07-01,46087,15.0833,15.0833
2013-07-01,46211,17.3156,17.3156
2013-07-02,46041,17.1958,17.1958
2013-07-02,46050,16.8333,16.8333
2013-07-02,46087,12.075,12.075
2013-07-02,46211,16.1917,16.1917
2013-07-03,46041,16.4667,16.4667
2013-07-03,46050,15.9792,15.9792
2013-07-03,46087,12.1,12.1
2013-07-03,46211,15.3396,15.3396
2013-07-04,46041,15.725,15.725
2013-07-04,46050,15.925,15.925
2013-07-04,46087,12.975,12.975
2013-07-04,46211,14.5562,14.5562
2013-07-05,46041,15.8,15.8
2013-07-05,46050,14.75,14.75
2013-07-05,46087,12.7333,12.7333
2013-07-05,46211,14.7458,14.7458
2013-07-06,46041,15.925,15.925
2013-07-06,46050,14.6208,14.6208
2013-07-06,46087,11.5,11.5
2013-07-06,46211,14.5255,14.5255
2013-07-07,46041,15.0208,15.0208
2013-07-07,46050,14.6875,14.6875
2013-07-07,46087,11.38,11.38
2013-07-07,46211,14.3771,14.3771
2013-07-08,46041,14.8583,14.8583
2013-07-08,46050,13.8917,13.8917
2013-07-08,46087,11.8286,11.8286
2013-07-08,46211,14.3833,14.3833
2013-07-09,46041,14.5667,14.5667
2013-07-09,46050,13.175,13.175
2013-07-09,46087,11.1333,11.1333
2013-07-09,46211,13.4312,13.4312
2013-07-10,46041,13.525,13.525
2013-07-10,46050,11.5042,11.5042
2013-07-10,46087,11.1875,11.1875
2013-07-10,46211,12.3149,12.3149
2013-07-11,46041,13.625,13.625
2013-07-11,46050,11.325,11.325
2013-07-11,46087,11.2143,11.2143
2013-07-11,46211,11.2298,11.2298
2013-07-12,46041,13.4833,13.4833
2013-07-12,46050,11.4333,11.4333
2013-07-12,46087,11.5,11.5
2013-07-12,46211,11.3935,11.3935
2013-07-13,46041,12.8167,12.8167
2013-07-13,46050,10.5417,10.5417
2013-07-13,46087,11.7444,11.7444
2013-07-13,46211,11.1104,11.1104
2013-07-14,46041,11.7,11.7
2013-07-14,46050,9.7958,9.7958
2013-07-14,46087,11.5667,11.5667
2013-07-14,46211,10.9542,10.9542
2013-07-15,46041,12.4167,12.4167
2013-07-15,46050,9.7042,9.7042
2013-07-15,46087,12.0143,12.0143
2013-07-15,46211,11.1,11.1
2013-07-16,46041,12.7125,12.7125
2013-07-16,46050,9.725,9.725
2013-07-16,46087,12.2875,12.2875
2013-07-16,46211,10.9029,10.9029
2013-07-17,46041,12.9583,12.9583
2013-07-17,46050,10.2167,10.2167
2013-07-17,46087,11.7455,11.7455
2013-07-17,46211,11.9188,11.9188
2013-07-18,46041,13.5125,13.5125
2013-07-18,46050,10.4083,10.4083
2013-07-18,46087,12.0333,12.0333
2013-07-18,46211,13,13
2013-07-19,46041,12.8667,12.8667
2013-07-19,46050,10.4875,10.4875
2013-07-19,46087,11.88,11.88
2013-07-19,46211,12.3354,12.3354
2013-07-20,46041,12.7458,12.7458
2013-07-20,46050,10.3333,10.3333
2013-07-20,46087,11.8308,11.8308
2013-07-20,46211,11.8896,11.8896
2013-07-21,46041,12.8292,12.8292
2013-07-21,46050,9.975,9.975
2013-07-21,46087,11.9,11.9
2013-07-21,46211,11.6771,11.6771
2013-07-22,46041,12.3375,12.3375
2013-07-22,46050,10.1292,10.1292
2013-07-22,46087,11.9,11.9
2013-07-22,46211,11.15,11.15
2013-07-23,46041,11.5333,11.5333
2013-07-23,46050,10.1625,10.1625
2013-07-23,46087,11.95,11.95
2013-07-23,46211,10.6292,10.6292
2013-07-24,46041,11.0875,11.0875
2013-07-24,46050,9.7375,9.7375
2013-07-24,46087,11.2571,11.2571
2013-07-24,46211,10.5333,10.5333
2013-07-25,46041,11.5417,11.5417
2013-07-25,46050,9.3458,9.3458
2013-07-25,46087,10.6786,10.6786
2013-07-25,46211,10.0563,10.0563
2013-07-26,46041,11.1375,11.1375
2013-07-26,46050,8.7375,8.7375
2013-07-26,46087,10.7875,10.7875
2013-07-26,46211,9.9188,9.9188
2013-07-27,46041,11.45,11.45
2013-07-27,46050,8.9625,8.9625
2013-07-27,46087,10.95,10.95
2013-07-27,46211,10.3812,10.3812
2013-07-28,46041,12.375,12.375
2013-07-28,46050,9.7792,9.7792
2013-07-28,46087,10.75,10.75
2013-07-28,46211,10.6771,10.6771
2013-07-29,46041,13.3458,13.3458
2013-07-29,46050,10.5083,10.5083
2013-07-29,46087,10.52,10.52
2013-07-29,46211,10.8417,10.8417
2013-07-30,46041,13.1375,13.1375
2013-07-30,46050,11.6792,11.6792
2013-07-30,46087,10.4455,10.4455
2013-07-30,46211,11.6271,11.6271
2013-07-31,46041,13.2375,13.2375
2013-07-31,46050,12.6125,12.6125
2013-07-31,46087,10.7923,10.7923
2013-07-31,46211,12.1479,12.1479
2013-08-01,46041,13.5708,13.5708
2013-08-01,46050,13.5375,13.5375
2013-08-01,46087,11.1818,11.1818
2013-08-01,46211,12.6146,12.6146
2013-08-02,46041,13.7875,13.7875
2013-08-02,46050,13.3083,13.3083
2013-08-02,46087,11.7111,11.7111
2013-08-02,46211,13.0542,13.0542
2013-08-03,46041,13.9292,13.9292
2013-08-03,46050,14.5,14.5
2013-08-03,46087,11.5941,11.5941
2013-08-03,46211,14.6042,14.6042
2013-08-04,46041,13.0625,13.0625
2013-08-04,46050,12.6083,12.6083
2013-08-04,46087,11.8083,11.8083
2013-08-04,46211,13.0396,13.0396
2013-08-05,46041,11.8208,11.8208
2013-08-05,46050,12.4542,12.4542
2013-08-05,46087,11.7667,11.7667
2013-08-05,46211,11.975,11.975
2013-08-06,46041,11.8792,11.8792
2013-08-06,46050,11.275,11.275
2013-08-06,46087,11.6364,11.6364
2013-08-06,46211,11.0187,11.0187
2013-08-07,46041,12.1667,12.1667
2013-08-07,46050,11.0458,11.0458
2013-08-07,46087,11.5583,11.5583
2013-08-07,46211,11.2933,11.2933
2013-08-08,46041,12.3458,12.3458
2013-08-08,46050,11.0958,11.0958
2013-08-08,46087,11.22,11.22
2013-08-08,46211,11.2617,11.2617
2013-08-09,46041,12.5,12.5
2013-08-09,46050,10.1958,10.1958
2013-08-09,46087,11.5,11.5
2013-08-09,46211,11.3333,11.3333
2013-08-10,46041,13.0458,13.0458
2013-08-10,46050,11.2208,11.2208
2013-08-10,46087,NA,11.4316
2013-08-10,46211,11.6875,11.6875
2013-08-11,46041,13.6708,13.6708
2013-08-11,46050,12.0435,12.0435
2013-08-11,46087,NA,11.3055
2013-08-11,46211,11.8063,11.8063
2013-08-12,46041,14.8125,14.8125
2013-08-12,46050,12.625,12.625
2013-08-12,46087,NA,11.2973
2013-08-12,46211,12.3833,12.3833
2013-08-13,46041,14.6917,14.6917
2013-08-13,46050,13.9458,13.9458
2013-08-13,46087,11.3,11.3
2013-08-13,46211,13.5511,13.5511
2013-08-14,46041,14.475,14.475
2013-08-14,46050,13.5917,13.5917
2013-08-14,46087,NA,11.4784
2013-08-14,46211,13.9771,13.9771
2013-08-15,46041,14.4333,14.4333
2013-08-15,46050,14.0792,14.0792
2013-08-15,46087,11.83,11.83
2013-08-15,46211,14.4646,14.4646
2013-08-16,46041,14.9833,14.9833
2013-08-16,46050,14.6042,14.6042
2013-08-16,46087,11.725,11.725
2013-08-16,46211,15.4896,15.4896
2013-08-17,46041,15.8375,15.8375
2013-08-17,46050,14.1833,14.1833
2013-08-17,46087,11.6143,11.6143
2013-08-17,46211,15.5896,15.5896
2013-08-18,46041,16.3,16.3
2013-08-18,46050,15.15,15.15
2013-08-18,46087,11.6556,11.6556
2013-08-18,46211,15.7208,15.7208
2013-08-19,46041,15.5208,15.5208
2013-08-19,46050,16.5708,16.5708
2013-08-19,46087,11.9182,11.9182
2013-08-19,46211,15.6354,15.6354
2013-08-20,46041,14.525,14.525
2013-08-20,46050,13.8625,13.8625
2013-08-20,46087,11.4,11.4
2013-08-20,46211,15.1146,15.1146
2013-08-21,46041,14.1875,14.1875
2013-08-21,46050,11.0167,11.0167
2013-08-21,46087,11.5,11.5
2013-08-21,46211,13.4333,13.4333
2013-08-22,46041,13.3826,13.3826
2013-08-22,46050,10.125,10.125
2013-08-22,46087,11.85,11.85
2013-08-22,46211,13.6304,13.6304
2013-08-23,46041,13.5182,13.5182
2013-08-23,46050,10.6182,10.6182
2013-08-23,46087,NA,11.2314
2013-08-23,46211,13.619,13.619
2013-08-24,46041,13.8708,13.8708
2013-08-24,46050,10.9917,10.9917
2013-08-24,46087,10.9,10.9
2013-08-24,46211,15.2979,15.2979
2013-08-25,46041,14.8625,14.8625
2013-08-25,46050,12.2292,12.2292
2013-08-25,46087,11.125,11.125
2013-08-25,46211,15.925,15.925
2013-08-26,46041,14.3958,14.3958
2013-08-26,46050,12.0583,12.0583
2013-08-26,46087,10.5,10.5
2013-08-26,46211,15.7792,15.7792
2013-08-27,46041,13.3083,13.3083
2013-08-27,46050,12.8708,12.8708
2013-08-27,46087,10.7667,10.7667
2013-08-27,46211,14.975,14.975
2013-08-28,46041,14.275,14.275
2013-08-28,46050,14.85,14.85
2013-08-28,46087,11.24,11.24
2013-08-28,46211,15.4917,15.4917
2013-08-29,46041,14.6895,14.6895
2013-08-29,46050,16.4167,16.4167
2013-08-29,46087,13.1,13.1
2013-08-29,46211,15.5625,15.5625
2013-08-30,46041,NA,15.2665
2013-08-30,46050,16.8958,16.8958
2013-08-30,46087,14.2,14.2
2013-08-30,46211,15.4729,15.4729
2013-08-31,46041,NA,15.2894
2013-08-31,46050,16.8583,16.8583
2013-08-31,46087,11.6833,11.6833
2013-08-31,46211,16.0667,16.0667
2013-09-01,46041,NA,15.8387
2013-09-01,46050,16.9458,16.9458
2013-09-01,46087,11.8375,11.8375
2013-09-01,46211,17.1417,17.1417
2013-09-02,46041,NA,16.4454
2013-09-02,46050,17.675,17.675
2013-09-02,46087,12.77,12.77
2013-09-02,46211,17.1542,17.1542
2013-09-03,46041,16.8429,16.8429
2013-09-03,46050,17.925,17.925
2013-09-03,46087,12.8375,12.8375
2013-09-03,46211,17.2085,17.2085
2013-09-04,46041,17.5619,17.5619
2013-09-04,46050,18.1833,18.1833
2013-09-04,46087,16.1,16.1
2013-09-04,46211,17.6792,17.6792
2013-09-05,46041,17.5208,17.5208
2013-09-05,46050,17.9208,17.9208
2013-09-05,46087,16.66,16.66
2013-09-05,46211,17.5396,17.5396
2013-09-06,46041,17.375,17.375
2013-09-06,46050,17.45,17.45
2013-09-06,46087,12.6273,12.6273
2013-09-06,46211,16.6563,16.6563
2013-09-07,46041,17.4542,17.4542
2013-09-07,46050,17.4667,17.4667
2013-09-07,46087,12.6,12.6
2013-09-07,46211,17.1229,17.1229
2013-09-08,46041,17.4542,17.4542
2013-09-08,46050,16.9792,16.9792
2013-09-08,46087,12.2333,12.2333
2013-09-08,46211,16.8854,16.8854
2013-09-09,46041,17.2,17.2
2013-09-09,46050,15.425,15.425
2013-09-09,46087,11.9857,11.9857
2013-09-09,46211,16.3209,16.3209
2013-09-10,46041,17.0083,17.0083
2013-09-10,46050,14.5875,14.5875
2013-09-10,46087,11.425,11.425
2013-09-10,46211,15.8255,15.8255
2013-09-11,46041,17.3708,17.3708
2013-09-11,46050,14.2045,14.2045
2013-09-11,46087,11.3333,11.3333
2013-09-11,46211,15.475,15.475
2013-09-12,46041,17.5,17.5
2013-09-12,46050,15.9792,15.9792
2013-09-12,46087,10.9154,10.9154
2013-09-12,46211,16.4854,16.4854
2013-09-13,46041,17.7125,17.7125
2013-09-13,46050,15.6375,15.6375
2013-09-13,46087,10.9333,10.9333
2013-09-13,46211,17.3042,17.3042
2013-09-14,46041,17.625,17.625
2013-09-14,46050,14.5,14.5
2013-09-14,46087,12.5667,12.5667
2013-09-14,46211,16.8396,16.8396
2013-09-15,46041,17.525,17.525
2013-09-15,46050,15.0792,15.0792
2013-09-15,46087,11.4,11.4
2013-09-15,46211,15.5667,15.5667
2013-09-16,46041,17.3917,17.3917
2013-09-16,46050,15.5292,15.5292
2013-09-16,46087,NA,11.8648
2013-09-16,46211,15.7553,15.7553
2013-09-17,46041,16.9042,16.9042
2013-09-17,46050,15.6875,15.6875
2013-09-17,46087,NA,12.3794
2013-09-17,46211,16.9,16.9
2013-09-18,46041,16.5917,16.5917
2013-09-18,46050,15.3875,15.3875
2013-09-18,46087,NA,12.6695
2013-09-18,46211,16.9304,16.9304
2013-09-19,46041,16.3458,16.3458
2013-09-19,46050,15.2125,15.2125
2013-09-19,46087,NA,12.8961
2013-09-19,46211,16.3739,16.3739
2013-09-20,46041,16.3958,16.3958
2013-09-20,46050,15.7,15.7
2013-09-20,46087,13.4,13.4
2013-09-20,46211,16.5854,16.5854
2013-09-21,46041,16.0333,16.0333
2013-09-21,46050,15.687,15.687
2013-09-21,46087,NA,13.4601
2013-09-21,46211,16.5021,16.5021
2013-09-22,46041,15.8167,15.8167
2013-09-22,46050,15.8261,15.8261
2013-09-22,46087,NA,13.6595
2013-09-22,46211,16.9875,16.9875
2013-09-23,46041,15.35,15.35
2013-09-23,46050,15.6708,15.6708
2013-09-23,46087,NA,13.6492
2013-09-23,46211,16.7125,16.7125
2013-09-24,46041,15.4042,15.4042
2013-09-24,46050,15.6042,15.6042
2013-09-24,46087,NA,13.765
2013-09-24,46211,16.6125,16.6125
2013-09-25,46041,15.3417,15.3417
2013-09-25,46050,15.925,15.925
2013-09-25,46087,NA,13.8944
2013-09-25,46211,16.3271,16.3271
2013-09-26,46041,15.5292,15.5292
2013-09-26,46050,16.5083,16.5083
2013-09-26,46087,NA,14.1467
2013-09-26,46211,16.2937,16.2937
2013-09-27,46041,15.4333,15.4333
2013-09-27,46050,16.2792,16.2792
2013-09-27,46087,NA,14.1992
2013-09-27,46211,16.1125,16.1125
2013-09-28,46041,15.1,15.1
2013-09-28,46050,15.9542,15.9542
2013-09-28,46087,NA,14.2246
2013-09-28,46211,16.0958,16.0958
2013-09-29,46041,14.4292,14.4292
2013-09-29,46050,14.9375,14.9375
2013-09-29,46087,NA,14.0252
2013-09-29,46211,15.7085,15.7085
2013-09-30,46041,13.7667,13.7667
2013-09-30,46050,15.2667,15.2667
2013-09-30,46087,NA,13.9923
2013-09-30,46211,15.0042,15.0042
2013-10-01,46041,13.1042,13.1042
2013-10-01,46050,15.3542,15.3542
2013-10-01,46087,NA,14.0023
2013-10-01,46211,14.8083,14.8083
2013-10-02,46041,13.425,13.425
2013-10-02,46050,15.2667,15.2667
2013-10-02,46087,NA,14.1652
2013-10-02,46211,14.7563,14.7563
2013-10-03,46041,13.9917,13.9917
2013-10-03,46050,15.3083,15.3083
2013-10-03,46087,14.37,14.37
2013-10-03,46211,14.5896,14.5896
2013-10-04,46041,14.2792,14.2792
2013-10-04,46050,15.2375,15.2375
2013-10-04,46087,14.6146,14.6146
2013-10-04,46211,14.6021,14.6021
2013-10-05,46041,14.5,14.5
2013-10-05,46050,15,15
2013-10-05,46087,14.325,14.325
2013-10-05,46211,14.7208,14.7208
2013-10-06,46041,14.5708,14.5708
2013-10-06,46050,14.7917,14.7917
2013-10-06,46087,13.7417,13.7417
2013-10-06,46211,14.775,14.775
2013-10-07,46041,14.4042,14.4042
2013-10-07,46050,15.025,15.025
2013-10-07,46087,13.1021,13.1021
2013-10-07,46211,14.9271,14.9271
2013-10-08,46041,14.2917,14.2917
2013-10-08,46050,14.775,14.775
2013-10-08,46087,12.5937,12.5937
2013-10-08,46211,14.7521,14.7521
2013-10-09,46041,14.0792,14.0792
2013-10-09,46050,14.3167,14.3167
2013-10-09,46087,12.1104,12.1104
2013-10-09,46211,14.3146,14.3146
2013-10-10,46041,14.0042,14.0042
2013-10-10,46050,14.4167,14.4167
2013-10-10,46087,12.1542,12.1542
2013-10-10,46211,14.2234,14.2234
2013-10-11,46041,13.7583,13.7583
2013-10-11,46050,14.3917,14.3917
2013-10-11,46087,11.7875,11.7875
2013-10-11,46211,14.2458,14.2458
2013-10-12,46041,13.5833,13.5833
2013-10-12,46050,14.6458,14.6458
2013-10-12,46087,11.6104,11.6104
2013-10-12,46211,13.9476,13.9476
2013-10-13,46041,13.5375,13.5375
2013-10-13,46050,14.5333,14.5333
2013-10-13,46087,10.7146,10.7146
2013-10-13,46211,14.4111,14.4111
2013-10-14,46041,13.5083,13.5083
2013-10-14,46050,14.3792,14.3792
2013-10-14,46087,10.4489,10.4489
2013-10-14,46211,14.113,14.113
2013-10-15,46041,13.8625,13.8625
2013-10-15,46050,14.2792,14.2792
2013-10-15,46087,10.1125,10.1125
2013-10-15,46211,13.8583,13.8583
2013-10-16,46041,13.9583,13.9583
2013-10-16,46050,14.2667,14.2667
2013-10-16,46087,9.8646,9.8646
2013-10-16,46211,13.8229,13.8229
2013-10-17,46041,13.3625,13.3625
2013-10-17,46050,14.1958,14.1958
2013-10-17,46087,9.8229,9.8229
2013-10-17,46211,13.5771,13.5771
2013-10-18,46041,13.4125,13.4125
2013-10-18,46050,14.2083,14.2083
2013-10-18,46087,9.5646,9.5646
2013-10-18,46211,13.4562,13.4562
2013-10-19,46041,12.8292,12.8292
2013-10-19,46050,14.25,14.25
2013-10-19,46087,9.475,9.475
2013-10-19,46211,13.0687,13.0687
2013-10-20,46041,12.2875,12.2875
2013-10-20,46050,13.9167,13.9167
2013-10-20,46087,9.2958,9.2958
2013-10-20,46211,13.0104,13.0104
2013-10-21,46041,12.275,12.275
2013-10-21,46050,13.8042,13.8042
2013-10-21,46087,9.1938,9.1938
2013-10-21,46211,12.5,12.5
2013-10-22,46041,12.1958,12.1958
2013-10-22,46050,13.8875,13.8875
2013-10-22,46087,9.1208,9.1208
2013-10-22,46211,12.366,12.366
2013-10-23,46041,12.3042,12.3042
2013-10-23,46050,13.8125,13.8125
2013-10-23,46087,9.075,9.075
2013-10-23,46211,12.3688,12.3688
2013-10-24,46041,12.4917,12.4917
2013-10-24,46050,13.75,13.75
2013-10-24,46087,9.6167,9.6167
2013-10-24,46211,12.2042,12.2042
2013-10-25,46041,12.4917,12.4917
2013-10-25,46050,13.7917,13.7917
2013-10-25,46087,9.7229,9.7229
2013-10-25,46211,12.3745,12.3745
2013-10-26,46041,12.5792,12.5792
2013-10-26,46050,13.6875,13.6875
2013-10-26,46087,9.1229,9.1229
2013-10-26,46211,12.3979,12.3979
2013-10-27,46041,12.3542,12.3542
2013-10-27,46050,13.5958,13.5958
2013-10-27,46087,9.0875,9.0875
2013-10-27,46211,12.3063,12.3063
2013-10-28,46041,11.9625,11.9625
2013-10-28,46050,13.4583,13.4583
2013-10-28,46087,9.075,9.075
2013-10-28,46211,11.575,11.575
2013-10-29,46041,11.875,11.875
